Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,StabilityInRole,LoyaltyToManager,AvgTrainingPerYear,AgeWhenStarted,AvgYearsPerCompany,IncomePerKm,CompanyLoyalty,PromotionFrequency,AvgMonthlyIncomePerYear
48,0.0,Travel_Rarely,1221,Sales,7,3,Marketing,3,Male,96,3,2,Sales Executive,1,Divorced,5486,24795,4,No,11,3,1,3,15,3,3,2,2,2,2,1.0,1.0,1.5,33,3.75,174.42857142857142,0.13333333333333333,0.6666666666666666,2743.0
44,0.0,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,Male,62,4,1,Laboratory Technician,4,Married,2818,5044,2,Yes,24,4,3,1,10,2,2,3,2,0,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,34,5.0,123.25,0.3,3.0,939.3333333333334
31,0.0,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,Female,93,3,4,Research Director,2,Single,16422,8847,3,No,11,3,3,0,9,3,4,3,2,1,0,0.6666666666666666,0.0,1.0,22,3.0,22.75,0.3333333333333333,1.5,5474.0
33,0.0,Travel_Frequently,1111,Sales,5,1,Life Sciences,2,Male,61,3,2,Sales Executive,4,Married,9998,19293,6,No,13,3,1,0,8,2,4,5,4,1,2,0.8,0.4,0.4,25,1.3333333333333333,222.2,0.625,2.5,1999.6
30,0.0,Non-Travel,641,Sales,25,2,Technical Degree,4,Female,85,3,2,Sales Executive,3,Married,4736,6069,7,Yes,12,3,2,1,4,2,4,2,2,2,2,1.0,1.0,1.0,26,0.5714285714285714,25.64,0.5,0.6666666666666666,2368.0
37,0.0,Travel_Rarely,446,Research & Development,1,4,Life Sciences,2,Female,65,3,2,Manufacturing Director,2,Married,6447,15701,6,No,12,3,2,1,8,2,2,6,5,4,3,0.8333333333333334,0.5,0.3333333333333333,29,1.3333333333333333,446.0,0.75,1.2,1074.5
29,0.0,Travel_Rarely,665,Research & Development,15,3,Life Sciences,3,Male,60,3,1,Research Scientist,4,Single,2340,22673,1,No,19,3,1,0,6,1,3,6,5,1,5,0.8333333333333334,0.8333333333333334,0.16666666666666666,23,6.0,44.333333333333336,1.0,3.0,390.0
24,1.0,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,Female,55,3,1,Laboratory Technician,3,Married,2886,14168,1,Yes,16,3,4,1,6,4,3,6,3,1,2,0.5,0.3333333333333333,0.6666666666666666,18,6.0,183.85714285714286,1.0,3.0,481.0
51,0.0,Travel_Rarely,632,Sales,21,4,Marketing,3,Male,71,3,2,Sales Executive,4,Single,5441,8423,0,Yes,22,4,4,0,11,2,1,10,7,1,0,0.7,0.0,0.2,40,40.0,30.095238095238095,0.9090909090909091,5.0,544.1
45,0.0,Travel_Rarely,1457,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,Yes,19,3,3,1,7,2,2,3,2,0,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,38,1.75,208.14285714285714,0.42857142857142855,3.0,1492.3333333333333
44,1.0,Travel_Rarely,621,Research & Development,15,3,Medical,1,Female,73,3,3,Healthcare Representative,4,Married,7978,14075,1,No,11,3,4,1,10,2,3,10,7,0,5,0.7,0.5,0.2,34,10.0,41.4,1.0,10.0,797.8
40,0.0,Travel_Frequently,791,Research & Development,2,2,Medical,3,Female,38,4,2,Healthcare Representative,2,Married,4244,9931,1,No,24,4,4,1,8,2,3,8,7,3,7,0.875,0.875,0.25,32,8.0,395.5,1.0,2.0,530.5
34,0.0,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,2,Male,42,3,1,Research Scientist,4,Married,2691,7660,1,No,12,3,4,1,10,4,2,10,9,8,8,0.9,0.8,0.4,24,10.0,1397.0,1.0,1.1111111111111112,269.1
56,0.0,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,Female,90,3,1,Research Scientist,1,Married,2066,10494,2,No,22,4,4,1,5,3,4,3,2,1,0,0.6666666666666666,0.0,1.0,51,2.5,1255.0,0.6,1.5,688.6666666666666
33,0.0,Travel_Rarely,924,Research & Development,2,3,Medical,3,Male,78,3,1,Laboratory Technician,4,Single,2496,6670,4,No,11,3,4,0,7,3,3,1,1,0,0,1.0,0.0,3.0,26,1.75,462.0,0.14285714285714285,1.0,2496.0
55,0.0,Non-Travel,177,Research & Development,8,1,Medical,4,Male,37,2,4,Healthcare Representative,2,Divorced,13577,25592,1,Yes,15,3,4,1,34,3,3,33,9,15,0,0.2727272727272727,0.0,0.09090909090909091,21,34.0,22.125,0.9705882352941176,2.0625,411.42424242424244
46,0.0,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,17465,15596,3,No,12,3,4,1,23,3,3,12,9,4,9,0.75,0.75,0.25,23,7.666666666666667,135.33333333333334,0.5217391304347826,2.4,1455.4166666666667
27,0.0,Non-Travel,210,Sales,1,1,Marketing,3,Male,73,3,2,Sales Executive,2,Married,6349,22107,0,Yes,13,3,4,1,6,0,3,5,4,1,4,0.8,0.8,0.0,21,40.0,210.0,0.8333333333333334,2.5,1269.8
45,0.0,Travel_Frequently,364,Research & Development,25,3,Medical,2,Female,83,3,5,Manager,2,Single,18061,13035,3,No,22,4,3,0,22,4,3,0,0,0,0,,,6.0,23,7.333333333333333,14.56,0.0,0.0,18711.0
55,0.0,Travel_Rarely,1136,Research & Development,1,4,Medical,2,Male,81,4,4,Research Director,4,Divorced,14732,12414,2,No,13,3,4,2,31,4,4,7,7,0,0,1.0,0.0,0.5714285714285714,24,15.5,1136.0,0.22580645161290322,7.0,2104.5714285714284
27,0.0,Travel_Rarely,1291,Sales,11,3,Medical,3,Female,98,4,1,Sales Representative,4,Married,2534,6527,8,No,14,3,2,1,5,4,3,1,0,0,0,0.0,0.0,4.0,22,0.625,117.36363636363636,0.2,1.0,2534.0
28,0.0,Travel_Rarely,760,Sales,2,4,Marketing,2,Female,81,3,2,Sales Executive,2,Married,4779,3698,1,Yes,20,4,1,0,8,2,3,8,7,7,5,0.875,0.625,0.25,20,8.0,380.0,1.0,1.0,597.375
42,0.0,Travel_Rarely,462,Sales,14,2,Medical,3,Female,68,2,2,Sales Executive,3,Single,6244,7824,7,No,17,3,1,0,10,6,3,5,4,0,3,0.8,0.6,1.2,32,1.4285714285714286,33.0,0.5,5.0,1248.8
29,1.0,Travel_Rarely,992,Research & Development,1,3,Technical Degree,3,Male,85,3,1,Research Scientist,3,Single,2058,19757,0,No,14,3,4,0,7,1,2,6,2,1,5,0.3333333333333333,0.8333333333333334,0.16666666666666666,22,40.0,992.0,0.8571428571428571,3.0,343.0
29,0.0,Travel_Rarely,942,Research & Development,15,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,0,Yes,18,3,1,1,6,2,2,5,4,1,3,0.8,0.6,0.4,23,40.0,62.8,0.8333333333333334,2.5,433.6
47,0.0,Travel_Rarely,703,Sales,14,4,Marketing,4,Male,42,3,2,Sales Executive,1,Single,4960,11825,2,No,12,3,4,0,20,2,3,7,7,1,7,1.0,1.0,0.2857142857142857,27,10.0,50.214285714285715,0.35,3.5,708.5714285714286
32,0.0,Travel_Frequently,116,Research & Development,13,3,Other,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,No,20,4,3,1,2,2,3,2,2,2,2,1.0,1.0,1.0,30,2.0,8.923076923076923,1.0,0.6666666666666666,1371.5
24,1.0,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1,Yes,16,3,2,0,6,4,3,5,3,1,4,0.6,0.8,0.8,18,6.0,1448.0,0.8333333333333334,2.5,640.4
34,0.0,Travel_Rarely,404,Research & Development,2,4,Technical Degree,3,Female,98,3,2,Healthcare Representative,4,Single,6687,6163,1,No,11,3,4,0,14,2,4,14,11,4,11,0.7857142857142857,0.7857142857142857,0.14285714285714285,20,14.0,202.0,1.0,2.8,477.64285714285717
37,0.0,Travel_Rarely,799,Research & Development,1,3,Technical Degree,2,Female,59,3,3,Manufacturing Director,4,Single,7491,23848,4,No,17,3,4,0,12,3,4,6,5,1,2,0.8333333333333334,0.3333333333333333,0.5,25,3.0,799.0,0.5,3.0,1248.5
32,0.0,Non-Travel,976,Sales,26,4,Marketing,3,Male,100,3,2,Sales Executive,4,Married,4465,12069,0,No,18,3,1,0,4,2,3,3,2,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,28,40.0,37.53846153846154,0.75,1.0,1488.3333333333333
27,0.0,Travel_Rarely,1130,Sales,8,4,Marketing,2,Female,56,3,2,Sales Executive,2,Married,6214,3415,1,No,18,3,1,1,8,3,3,8,7,0,7,0.875,0.875,0.375,19,8.0,141.25,1.0,8.0,776.75
42,0.0,Travel_Rarely,269,Research & Development,2,3,Medical,4,Female,56,2,1,Laboratory Technician,1,Divorced,2593,8007,0,Yes,11,3,3,1,10,4,3,9,6,7,8,0.6666666666666666,0.8888888888888888,0.4444444444444444,32,40.0,134.5,0.9,1.125,288.1111111111111
38,0.0,Travel_Rarely,243,Sales,7,4,Marketing,4,Female,46,2,2,Sales Executive,4,Single,4028,7791,0,No,20,4,1,0,8,2,3,7,7,0,5,1.0,0.7142857142857143,0.2857142857142857,30,40.0,34.714285714285715,0.875,7.0,575.4285714285714
49,0.0,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,3,Female,90,2,4,Healthcare Representative,3,Single,13964,17810,7,Yes,12,3,4,0,25,2,3,7,1,0,7,0.14285714285714285,1.0,0.2857142857142857,24,3.5714285714285716,1091.0,0.28,7.0,1994.857142857143
34,0.0,Travel_Rarely,216,Sales,1,4,Marketing,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,0,No,11,3,4,1,16,2,2,15,1,0,9,0.06666666666666667,0.6,0.13333333333333333,18,40.0,216.0,0.9375,15.0,648.3333333333334
40,0.0,Travel_Frequently,580,Sales,5,4,Life Sciences,4,Male,48,2,3,Sales Executive,1,Married,10475,23772,5,Yes,21,4,3,1,20,2,3,18,13,1,12,0.7222222222222222,0.6666666666666666,0.1111111111111111,20,4.0,116.0,0.9,9.0,581.9444444444445
38,0.0,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,4,Male,42,3,1,Laboratory Technician,4,Married,1702,12106,1,Yes,23,4,3,1,1,3,3,1,0,0,0,0.0,0.0,3.0,37,1.0,745.0,1.0,1.0,1702.0
27,0.0,Non-Travel,443,Research & Development,3,3,Medical,4,Male,50,3,1,Research Scientist,4,Married,1706,16571,1,No,11,3,3,3,0,6,2,0,0,0,0,,,6.0,27,0.0,147.66666666666666,,0.0,18711.0
38,0.0,Non-Travel,1327,Sales,2,2,Life Sciences,4,Male,39,2,2,Sales Executive,4,Married,5249,19682,3,No,18,3,4,1,13,0,3,8,7,7,5,0.875,0.625,0.0,25,4.333333333333333,663.5,0.6153846153846154,1.0,656.125
47,0.0,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,4,Male,42,3,5,Research Director,3,Married,18300,16375,4,No,11,3,2,1,21,2,3,3,2,1,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,26,5.25,296.4,0.14285714285714285,1.5,6100.0
38,0.0,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,4,Male,54,3,2,Manufacturing Director,4,Married,6261,4185,3,No,18,3,1,1,9,3,1,7,7,1,7,1.0,1.0,0.42857142857142855,29,3.0,37.37931034482759,0.7777777777777778,3.5,894.4285714285714
30,0.0,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,Female,75,3,1,Research Scientist,3,Single,2632,23910,1,No,14,3,3,0,5,4,2,5,4,0,4,0.8,0.8,0.8,25,5.0,24.333333333333332,1.0,5.0,526.4
28,0.0,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,25,3.0,128.83333333333334,1.0,3.0,901.0
27,0.0,Travel_Rarely,798,Research & Development,6,4,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2187,5013,0,No,12,3,3,2,6,5,2,5,3,0,3,0.6,0.6,1.0,21,40.0,133.0,0.8333333333333334,5.0,437.4
46,0.0,Travel_Rarely,991,Human Resources,1,2,Life Sciences,4,Female,44,3,1,Human Resources,1,Single,3423,22957,6,No,12,3,3,0,10,3,4,7,6,5,7,0.8571428571428571,1.0,0.42857142857142855,36,1.6666666666666667,991.0,0.7,1.1666666666666667,489.0
40,1.0,Non-Travel,1479,Sales,24,3,Life Sciences,2,Female,100,4,4,Sales Executive,2,Single,13194,17071,4,Yes,16,3,4,0,22,2,2,1,0,0,0,0.0,0.0,2.0,18,5.5,61.625,0.045454545454545456,1.0,13194.0
55,0.0,Travel_Rarely,282,Research & Development,2,2,Medical,4,Female,58,1,5,Manager,3,Married,19187,6992,4,No,14,3,4,1,23,5,3,19,9,9,11,0.47368421052631576,0.5789473684210527,0.2631578947368421,32,5.75,141.0,0.8260869565217391,1.9,1009.8421052631579
26,0.0,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,No,22,4,2,2,3,3,1,3,2,0,2,0.6666666666666666,0.6666666666666666,1.0,23,3.0,58.65217391304348,1.0,3.0,962.0
35,0.0,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,No,13,3,2,1,2,2,4,2,2,2,2,1.0,1.0,1.0,33,2.0,159.0,1.0,0.6666666666666666,1188.0
42,0.0,Travel_Rarely,622,Research & Development,2,4,Life Sciences,3,Female,81,3,2,Healthcare Representative,4,Married,4089,5718,1,No,13,3,2,2,10,4,3,10,2,2,2,0.2,0.2,0.4,32,10.0,311.0,1.0,3.3333333333333335,408.9
40,0.0,Travel_Rarely,107,Sales,10,3,Technical Degree,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,No,12,3,2,1,7,2,4,5,1,1,3,0.2,0.6,0.4,33,1.0,10.7,0.7142857142857143,2.5,1370.4
19,0.0,Travel_Rarely,1181,Research & Development,3,1,Medical,2,Female,79,3,1,Laboratory Technician,2,Single,1483,16102,1,No,14,3,4,0,1,3,3,1,0,0,0,0.0,0.0,3.0,18,1.0,393.6666666666667,1.0,1.0,1483.0
39,1.0,Non-Travel,592,Research & Development,2,3,Life Sciences,1,Female,54,2,1,Laboratory Technician,1,Single,3646,17181,2,Yes,23,4,2,0,11,2,4,1,0,0,0,0.0,0.0,2.0,28,5.5,296.0,0.09090909090909091,1.0,3646.0
49,0.0,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,3,Male,35,3,3,Healthcare Representative,2,Divorced,10466,20948,3,No,14,3,2,2,29,3,3,8,7,0,7,0.875,0.875,0.375,20,9.666666666666666,212.85714285714286,0.27586206896551724,8.0,1308.25
20,0.0,Travel_Rarely,959,Research & Development,1,3,Life Sciences,4,Female,83,2,1,Research Scientist,2,Single,2836,11757,1,No,13,3,4,0,1,0,4,1,0,0,0,0.0,0.0,0.0,19,1.0,959.0,1.0,1.0,2836.0
32,0.0,Travel_Rarely,906,Sales,7,3,Life Sciences,4,Male,91,2,2,Sales Executive,3,Married,5484,16985,1,No,14,3,3,1,13,3,2,13,8,4,8,0.6153846153846154,0.6153846153846154,0.23076923076923078,19,13.0,129.42857142857142,1.0,2.6,421.84615384615387
36,0.0,Non-Travel,635,Sales,10,4,Medical,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,No,14,3,4,0,10,3,2,10,3,9,7,0.3,0.7,0.3,26,10.0,63.5,1.0,1.0,998.0
43,0.0,Travel_Frequently,394,Sales,26,2,Life Sciences,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Yes,12,3,4,2,25,3,4,25,12,4,12,0.48,0.48,0.12,18,25.0,15.153846153846153,1.0,5.0,678.36
26,0.0,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,5288,3,No,14,3,1,1,5,2,3,2,2,2,0,1.0,0.0,1.0,21,1.6666666666666667,575.0,0.4,0.6666666666666666,2182.0
27,1.0,Travel_Rarely,1420,Sales,2,1,Marketing,3,Male,85,3,1,Sales Representative,1,Divorced,3041,16346,0,No,11,3,2,1,5,3,3,4,3,0,2,0.75,0.5,0.75,22,40.0,710.0,0.8,4.0,760.25
42,0.0,Travel_Frequently,1474,Research & Development,5,2,Other,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,No,17,3,4,1,8,4,3,2,2,2,0,1.0,0.0,2.0,34,2.0,294.8,0.25,0.6666666666666666,1046.5
34,0.0,Travel_Rarely,1326,Sales,3,3,Other,4,Male,81,1,2,Sales Executive,1,Single,4759,15891,3,No,18,3,4,0,15,2,3,13,9,3,12,0.6923076923076923,0.9230769230769231,0.15384615384615385,19,5.0,442.0,0.8666666666666667,3.25,366.0769230769231
55,1.0,Travel_Rarely,267,Sales,13,4,Marketing,1,Male,85,4,4,Sales Executive,3,Single,13695,9277,6,Yes,17,3,3,0,24,2,2,19,7,3,8,0.3684210526315789,0.42105263157894735,0.10526315789473684,31,4.0,20.53846153846154,0.7916666666666666,4.75,720.7894736842105
42,0.0,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,3,Female,95,4,2,Laboratory Technician,4,Married,5231,23726,2,Yes,13,3,2,1,17,1,2,5,3,1,3,0.6,0.6,0.2,25,8.5,421.6666666666667,0.29411764705882354,2.5,1046.2
33,0.0,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,No,17,3,3,1,4,3,3,3,2,0,2,0.6666666666666666,0.6666666666666666,1.0,29,40.0,138.57142857142858,0.75,3.0,1434.0
30,0.0,Travel_Rarely,1358,Research & Development,24,1,Life Sciences,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,13335,1,No,22,4,2,1,1,2,3,1,0,0,0,0.0,0.0,2.0,29,1.0,56.583333333333336,1.0,1.0,2693.0
35,0.0,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,No,12,3,2,1,10,2,3,8,0,1,7,0.0,0.875,0.25,25,1.6666666666666667,982.0,0.8,4.0,282.25
42,0.0,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,No,13,3,4,0,9,3,4,6,4,1,5,0.6666666666666666,0.8333333333333334,0.5,33,1.2857142857142858,161.75,0.6666666666666666,3.0,859.1666666666666
40,0.0,Travel_Frequently,1469,Research & Development,9,4,Medical,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,8,Yes,14,3,4,1,3,2,3,1,1,0,0,1.0,0.0,2.0,37,0.375,163.22222222222223,0.3333333333333333,1.0,3617.0
34,0.0,Travel_Rarely,304,Sales,2,3,Other,4,Male,60,3,2,Sales Executive,4,Single,6274,18686,1,No,22,4,3,0,6,5,3,6,5,1,4,0.8333333333333334,0.6666666666666666,0.8333333333333334,28,6.0,152.0,1.0,3.0,1045.6666666666667
50,0.0,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,2,Male,88,2,4,Manager,3,Married,17046,9314,0,No,15,3,2,1,28,2,3,27,10,15,7,0.37037037037037035,0.25925925925925924,0.07407407407407407,22,40.0,37.89655172413793,0.9642857142857143,1.6875,631.3333333333334
45,0.0,Travel_Rarely,1316,Research & Development,29,3,Medical,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,5,No,13,3,2,0,9,2,2,6,5,0,3,0.8333333333333334,0.5,0.3333333333333333,36,1.8,45.37931034482759,0.6666666666666666,6.0,575.3333333333334
21,1.0,Travel_Rarely,156,Sales,12,3,Life Sciences,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,No,15,3,4,0,1,0,3,1,0,0,0,0.0,0.0,0.0,20,1.0,13.0,1.0,1.0,2716.0
37,0.0,Travel_Rarely,1017,Research & Development,1,2,Medical,3,Female,83,2,1,Research Scientist,1,Married,3920,18697,2,No,14,3,1,1,17,2,2,3,1,0,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,20,8.5,1017.0,0.17647058823529413,3.0,1306.6666666666667
33,0.0,Travel_Frequently,508,Sales,10,3,Marketing,2,Male,46,2,2,Sales Executive,4,Single,4682,4317,3,No,14,3,3,0,9,6,2,7,7,0,1,1.0,0.14285714285714285,0.8571428571428571,24,3.0,50.8,0.7777777777777778,7.0,668.8571428571429
47,0.0,Travel_Rarely,202,Research & Development,2,2,Other,3,Female,33,3,4,Manager,4,Married,16752,12982,1,Yes,11,3,3,1,26,3,2,26,14,3,0,0.5384615384615384,0.0,0.11538461538461539,21,26.0,101.0,1.0,6.5,644.3076923076923
30,1.0,Travel_Frequently,448,Sales,12,4,Life Sciences,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,No,18,3,3,1,1,2,4,1,0,0,0,0.0,0.0,2.0,29,1.0,37.333333333333336,1.0,1.0,2033.0
27,0.0,Travel_Rarely,608,Research & Development,1,2,Life Sciences,3,Female,68,3,3,Manufacturing Director,1,Married,7412,6009,1,No,11,3,4,0,9,3,3,9,7,0,7,0.7777777777777778,0.7777777777777778,0.3333333333333333,18,9.0,608.0,1.0,9.0,823.5555555555555
50,0.0,Non-Travel,881,Research & Development,2,4,Life Sciences,1,Male,98,3,4,Manager,1,Divorced,17924,4544,1,No,11,3,4,1,31,3,3,31,6,14,7,0.1935483870967742,0.22580645161290322,0.0967741935483871,19,31.0,440.5,1.0,2.066666666666667,578.1935483870968
29,1.0,Travel_Rarely,805,Research & Development,1,2,Life Sciences,2,Female,36,2,1,Laboratory Technician,1,Married,2319,6689,1,Yes,11,3,4,1,1,1,3,1,0,0,0,0.0,0.0,1.0,28,1.0,805.0,1.0,1.0,2319.0
36,0.0,Travel_Rarely,329,Sales,16,4,Marketing,3,Female,98,2,2,Sales Executive,1,Married,5647,13494,4,No,13,3,1,2,11,3,2,3,2,0,2,0.6666666666666666,0.6666666666666666,1.0,25,2.75,20.5625,0.2727272727272727,3.0,1882.3333333333333
45,0.0,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,2,Male,59,3,3,Research Scientist,1,Divorced,9724,18787,2,No,17,3,3,1,25,2,3,1,0,0,0,0.0,0.0,2.0,20,12.5,191.28571428571428,0.04,1.0,9724.0
50,1.0,Travel_Frequently,562,Sales,8,2,Technical Degree,2,Male,50,3,2,Sales Executive,3,Married,6796,23452,3,Yes,14,3,1,1,18,4,3,4,3,1,3,0.75,0.75,1.0,32,6.0,70.25,0.2222222222222222,2.0,1699.0
33,0.0,Travel_Frequently,827,Research & Development,1,4,Other,3,Female,84,4,2,Healthcare Representative,2,Married,5488,20161,1,Yes,13,3,1,1,6,2,3,6,5,1,2,0.8333333333333334,0.3333333333333333,0.3333333333333333,27,6.0,827.0,1.0,3.0,914.6666666666666
46,0.0,Travel_Rarely,150,Research & Development,2,4,Technical Degree,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,No,11,3,3,1,12,3,2,6,3,1,4,0.5,0.6666666666666666,0.5,34,6.0,75.0,0.5,3.0,1229.8333333333333
54,0.0,Travel_Rarely,397,Human Resources,19,4,Medical,3,Male,88,3,3,Human Resources,2,Married,10725,6729,2,No,15,3,3,1,16,1,4,9,7,7,1,0.7777777777777778,0.1111111111111111,0.1111111111111111,38,8.0,20.894736842105264,0.5625,1.125,1191.6666666666667
47,0.0,Travel_Rarely,249,Sales,2,2,Marketing,3,Female,35,3,2,Sales Executive,4,Married,4537,17783,0,Yes,22,4,1,1,8,2,3,7,6,7,7,0.8571428571428571,1.0,0.2857142857142857,39,40.0,124.5,0.875,0.875,648.1428571428571
33,0.0,Travel_Rarely,1216,Sales,8,4,Marketing,3,Male,39,3,2,Sales Executive,3,Divorced,7104,20431,0,No,12,3,4,0,6,3,3,5,0,1,2,0.0,0.4,0.6,27,40.0,152.0,0.8333333333333334,2.5,1420.8
35,0.0,Travel_Rarely,607,Research & Development,9,3,Life Sciences,4,Female,66,2,3,Manufacturing Director,3,Married,10685,23457,1,Yes,20,4,2,1,17,2,3,17,14,5,15,0.8235294117647058,0.8823529411764706,0.11764705882352941,18,17.0,67.44444444444444,1.0,2.8333333333333335,628.5294117647059
39,0.0,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,No,15,3,3,0,9,2,2,5,4,0,3,0.8,0.6,0.4,30,1.0,48.77777777777778,0.5555555555555556,5.0,1356.4
38,0.0,Travel_Rarely,688,Research & Development,23,4,Life Sciences,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745,18899,9,No,14,3,2,1,10,2,3,2,2,1,2,1.0,1.0,1.0,28,1.1111111111111112,29.91304347826087,0.2,1.0,2872.5
54,0.0,Travel_Rarely,1082,Sales,2,4,Life Sciences,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,No,11,3,2,1,13,4,3,9,4,7,0,0.4444444444444444,0.0,0.4444444444444444,41,2.1666666666666665,541.0,0.6923076923076923,1.125,1187.3333333333333
37,0.0,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Yes,12,3,4,0,18,2,2,1,0,0,1,0.0,1.0,2.0,19,9.0,130.5,0.05555555555555555,1.0,4197.0
20,0.0,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,No,12,3,1,0,2,2,2,2,2,1,2,1.0,1.0,1.0,18,2.0,268.3333333333333,1.0,1.0,1516.5
40,0.0,Travel_Frequently,720,Research & Development,16,4,Medical,1,Male,51,2,2,Laboratory Technician,3,Single,5094,11983,6,No,14,3,4,0,10,6,3,1,0,0,0,0.0,0.0,6.0,30,1.6666666666666667,45.0,0.1,1.0,5094.0
51,0.0,Travel_Frequently,237,Sales,9,3,Life Sciences,4,Male,83,3,5,Manager,2,Divorced,19847,19196,4,Yes,24,4,1,1,31,5,2,29,10,11,10,0.3448275862068966,0.3448275862068966,0.1724137931034483,20,7.75,26.333333333333332,0.9354838709677419,2.4166666666666665,684.3793103448276
34,1.0,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Yes,24,4,4,0,9,3,3,9,7,0,6,0.7777777777777778,0.6666666666666666,0.3333333333333333,25,9.0,94.0,1.0,9.0,674.8888888888889
34,0.0,Travel_Rarely,401,Research & Development,1,3,Life Sciences,4,Female,86,2,1,Laboratory Technician,2,Married,3294,3708,5,No,17,3,1,1,7,2,2,5,4,0,2,0.8,0.4,0.4,27,1.4,401.0,0.7142857142857143,5.0,658.8
42,0.0,Travel_Rarely,319,Research & Development,24,3,Medical,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Yes,21,4,4,1,10,5,2,10,9,5,8,0.9,0.8,0.5,32,10.0,13.291666666666666,1.0,1.6666666666666667,740.6
30,0.0,Non-Travel,990,Research & Development,7,3,Technical Degree,3,Male,64,3,1,Research Scientist,3,Divorced,1274,7152,1,No,13,3,2,2,1,2,2,1,0,0,0,0.0,0.0,2.0,29,1.0,141.42857142857142,1.0,1.0,1274.0
